Ontology1,Ontology2,Entity1,Entity2,Parent1,Parent2,Path1,Path2,Match,Type
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,Report,Part,Reference,Thing/Reference/Part/Article,Thing/Reference/Report,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,PersonList,Part,List,Thing/Reference/Part/Article,Thing/List/PersonList,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,Reference,Part,Thing,Thing/Reference/Part/Article,Thing/Reference,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,Proceedings,Part,Book,Thing/Reference/Part/Article,Thing/Reference/Book/Proceedings,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,MastersThesis,Part,Academic,Thing/Reference/Part/Article,Thing/Reference/Academic/MastersThesis,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,Manual,Part,Informal,Thing/Reference/Part/Article,Thing/Reference/Informal/Manual,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,InProceedings,Part,Part,Thing/Reference/Part/Article,Thing/Reference/Part/InProceedings,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,InCollection,Part,Part,Thing/Reference/Part/Article,Thing/Reference/Part/InCollection,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,Collection,Part,Book,Thing/Reference/Part/Article,Thing/Reference/Book/Collection,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,Part,Part,Reference,Thing/Reference/Part/Article,Thing/Reference/Part,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,Unpublished,Part,Informal,Thing/Reference/Part/Article,Thing/Reference/Informal/Unpublished,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,Book,Part,Reference,Thing/Reference/Part/Article,Thing/Reference/Book,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,Journal,Part,Thing,Thing/Reference/Part/Article,Thing/Journal,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,Person,Part,Thing,Thing/Reference/Part/Article,Thing/Person,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,School,Part,Institution,Thing/Reference/Part/Article,Thing/Organization/Institution/School,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,Chapter,Part,Part,Thing/Reference/Part/Article,Thing/Reference/Part/Chapter,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,PageRange,Part,Thing,Thing/Reference/Part/Article,Thing/PageRange,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,Deliverable,Part,Report,Thing/Reference/Part/Article,Thing/Reference/Report/Deliverable,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,Misc,Part,Reference,Thing/Reference/Part/Article,Thing/Reference/Misc,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,PhdThesis,Part,Academic,Thing/Reference/Part/Article,Thing/Reference/Academic/PhdThesis,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,Academic,Part,Reference,Thing/Reference/Part/Article,Thing/Reference/Academic,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,LectureNotes,Part,Informal,Thing/Reference/Part/Article,Thing/Reference/Informal/LectureNotes,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,InBook,Part,Part,Thing/Reference/Part/Article,Thing/Reference/Part/InBook,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,Informal,Part,Reference,Thing/Reference/Part/Article,Thing/Reference/Informal,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,Monograph,Part,Book,Thing/Reference/Part/Article,Thing/Reference/Book/Monograph,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,Article,Part,Part,Thing/Reference/Part/Article,Thing/Reference/Part/Article,1,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,MotionPicture,Part,Reference,Thing/Reference/Part/Article,Thing/Reference/MotionPicture,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,Publisher,Part,Institution,Thing/Reference/Part/Article,Thing/Organization/Institution/Publisher,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,Conference,Part,Thing,Thing/Reference/Part/Article,Thing/Conference,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,Address,Part,Thing,Thing/Reference/Part/Article,Thing/Address,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,Date,Part,Thing,Thing/Reference/Part/Article,Thing/Date,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,Institution,Part,Organization,Thing/Reference/Part/Article,Thing/Organization/Institution,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,Organization,Part,Thing,Thing/Reference/Part/Article,Thing/Organization,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,List,Part,Thing,Thing/Reference/Part/Article,Thing/List,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,TechReport,Part,Report,Thing/Reference/Part/Article,Thing/Reference/Report/TechReport,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Article,Booklet,Part,Informal,Thing/Reference/Part/Article,Thing/Reference/Informal/Booklet,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,Report,Reference,Reference,Thing/Reference/Part,Thing/Reference/Report,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,PersonList,Reference,List,Thing/Reference/Part,Thing/List/PersonList,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,Reference,Reference,Thing,Thing/Reference/Part,Thing/Reference,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,Proceedings,Reference,Book,Thing/Reference/Part,Thing/Reference/Book/Proceedings,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,MastersThesis,Reference,Academic,Thing/Reference/Part,Thing/Reference/Academic/MastersThesis,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,Manual,Reference,Informal,Thing/Reference/Part,Thing/Reference/Informal/Manual,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,InProceedings,Reference,Part,Thing/Reference/Part,Thing/Reference/Part/InProceedings,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,InCollection,Reference,Part,Thing/Reference/Part,Thing/Reference/Part/InCollection,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,Collection,Reference,Book,Thing/Reference/Part,Thing/Reference/Book/Collection,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,Part,Reference,Reference,Thing/Reference/Part,Thing/Reference/Part,1,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,Unpublished,Reference,Informal,Thing/Reference/Part,Thing/Reference/Informal/Unpublished,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,Book,Reference,Reference,Thing/Reference/Part,Thing/Reference/Book,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,Journal,Reference,Thing,Thing/Reference/Part,Thing/Journal,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,Person,Reference,Thing,Thing/Reference/Part,Thing/Person,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,School,Reference,Institution,Thing/Reference/Part,Thing/Organization/Institution/School,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,Chapter,Reference,Part,Thing/Reference/Part,Thing/Reference/Part/Chapter,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,PageRange,Reference,Thing,Thing/Reference/Part,Thing/PageRange,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,Deliverable,Reference,Report,Thing/Reference/Part,Thing/Reference/Report/Deliverable,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,Misc,Reference,Reference,Thing/Reference/Part,Thing/Reference/Misc,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,PhdThesis,Reference,Academic,Thing/Reference/Part,Thing/Reference/Academic/PhdThesis,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,Academic,Reference,Reference,Thing/Reference/Part,Thing/Reference/Academic,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,LectureNotes,Reference,Informal,Thing/Reference/Part,Thing/Reference/Informal/LectureNotes,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,InBook,Reference,Part,Thing/Reference/Part,Thing/Reference/Part/InBook,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,Informal,Reference,Reference,Thing/Reference/Part,Thing/Reference/Informal,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,Monograph,Reference,Book,Thing/Reference/Part,Thing/Reference/Book/Monograph,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,Article,Reference,Part,Thing/Reference/Part,Thing/Reference/Part/Article,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,MotionPicture,Reference,Reference,Thing/Reference/Part,Thing/Reference/MotionPicture,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,Publisher,Reference,Institution,Thing/Reference/Part,Thing/Organization/Institution/Publisher,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,Conference,Reference,Thing,Thing/Reference/Part,Thing/Conference,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,Address,Reference,Thing,Thing/Reference/Part,Thing/Address,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,Date,Reference,Thing,Thing/Reference/Part,Thing/Date,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,Institution,Reference,Organization,Thing/Reference/Part,Thing/Organization/Institution,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,Organization,Reference,Thing,Thing/Reference/Part,Thing/Organization,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,List,Reference,Thing,Thing/Reference/Part,Thing/List,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,TechReport,Reference,Report,Thing/Reference/Part,Thing/Reference/Report/TechReport,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Part,Booklet,Reference,Informal,Thing/Reference/Part,Thing/Reference/Informal/Booklet,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,Report,Thing,Reference,Thing/Organization,Thing/Reference/Report,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,PersonList,Thing,List,Thing/Organization,Thing/List/PersonList,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,Reference,Thing,Thing,Thing/Organization,Thing/Reference,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,Proceedings,Thing,Book,Thing/Organization,Thing/Reference/Book/Proceedings,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,MastersThesis,Thing,Academic,Thing/Organization,Thing/Reference/Academic/MastersThesis,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,Manual,Thing,Informal,Thing/Organization,Thing/Reference/Informal/Manual,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,InProceedings,Thing,Part,Thing/Organization,Thing/Reference/Part/InProceedings,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,InCollection,Thing,Part,Thing/Organization,Thing/Reference/Part/InCollection,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,Collection,Thing,Book,Thing/Organization,Thing/Reference/Book/Collection,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,Part,Thing,Reference,Thing/Organization,Thing/Reference/Part,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,Unpublished,Thing,Informal,Thing/Organization,Thing/Reference/Informal/Unpublished,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,Book,Thing,Reference,Thing/Organization,Thing/Reference/Book,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,Journal,Thing,Thing,Thing/Organization,Thing/Journal,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,Person,Thing,Thing,Thing/Organization,Thing/Person,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,School,Thing,Institution,Thing/Organization,Thing/Organization/Institution/School,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,Chapter,Thing,Part,Thing/Organization,Thing/Reference/Part/Chapter,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,PageRange,Thing,Thing,Thing/Organization,Thing/PageRange,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,Deliverable,Thing,Report,Thing/Organization,Thing/Reference/Report/Deliverable,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,Misc,Thing,Reference,Thing/Organization,Thing/Reference/Misc,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,PhdThesis,Thing,Academic,Thing/Organization,Thing/Reference/Academic/PhdThesis,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,Academic,Thing,Reference,Thing/Organization,Thing/Reference/Academic,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,LectureNotes,Thing,Informal,Thing/Organization,Thing/Reference/Informal/LectureNotes,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,InBook,Thing,Part,Thing/Organization,Thing/Reference/Part/InBook,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,Informal,Thing,Reference,Thing/Organization,Thing/Reference/Informal,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,Monograph,Thing,Book,Thing/Organization,Thing/Reference/Book/Monograph,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,Article,Thing,Part,Thing/Organization,Thing/Reference/Part/Article,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,MotionPicture,Thing,Reference,Thing/Organization,Thing/Reference/MotionPicture,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,Publisher,Thing,Institution,Thing/Organization,Thing/Organization/Institution/Publisher,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,Conference,Thing,Thing,Thing/Organization,Thing/Conference,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,Address,Thing,Thing,Thing/Organization,Thing/Address,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,Date,Thing,Thing,Thing/Organization,Thing/Date,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,Institution,Thing,Organization,Thing/Organization,Thing/Organization/Institution,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,Organization,Thing,Thing,Thing/Organization,Thing/Organization,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,List,Thing,Thing,Thing/Organization,Thing/List,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,TechReport,Thing,Report,Thing/Organization,Thing/Reference/Report/TechReport,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Organization,Booklet,Thing,Informal,Thing/Organization,Thing/Reference/Informal/Booklet,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,Report,Thing,Reference,Thing/List,Thing/Reference/Report,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,PersonList,Thing,List,Thing/List,Thing/List/PersonList,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,Reference,Thing,Thing,Thing/List,Thing/Reference,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,Proceedings,Thing,Book,Thing/List,Thing/Reference/Book/Proceedings,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,MastersThesis,Thing,Academic,Thing/List,Thing/Reference/Academic/MastersThesis,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,Manual,Thing,Informal,Thing/List,Thing/Reference/Informal/Manual,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,InProceedings,Thing,Part,Thing/List,Thing/Reference/Part/InProceedings,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,InCollection,Thing,Part,Thing/List,Thing/Reference/Part/InCollection,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,Collection,Thing,Book,Thing/List,Thing/Reference/Book/Collection,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,Part,Thing,Reference,Thing/List,Thing/Reference/Part,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,Unpublished,Thing,Informal,Thing/List,Thing/Reference/Informal/Unpublished,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,Book,Thing,Reference,Thing/List,Thing/Reference/Book,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,Journal,Thing,Thing,Thing/List,Thing/Journal,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,Person,Thing,Thing,Thing/List,Thing/Person,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,School,Thing,Institution,Thing/List,Thing/Organization/Institution/School,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,Chapter,Thing,Part,Thing/List,Thing/Reference/Part/Chapter,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,PageRange,Thing,Thing,Thing/List,Thing/PageRange,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,Deliverable,Thing,Report,Thing/List,Thing/Reference/Report/Deliverable,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,Misc,Thing,Reference,Thing/List,Thing/Reference/Misc,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,PhdThesis,Thing,Academic,Thing/List,Thing/Reference/Academic/PhdThesis,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,Academic,Thing,Reference,Thing/List,Thing/Reference/Academic,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,LectureNotes,Thing,Informal,Thing/List,Thing/Reference/Informal/LectureNotes,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,InBook,Thing,Part,Thing/List,Thing/Reference/Part/InBook,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,Informal,Thing,Reference,Thing/List,Thing/Reference/Informal,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,Monograph,Thing,Book,Thing/List,Thing/Reference/Book/Monograph,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,Article,Thing,Part,Thing/List,Thing/Reference/Part/Article,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,MotionPicture,Thing,Reference,Thing/List,Thing/Reference/MotionPicture,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,Publisher,Thing,Institution,Thing/List,Thing/Organization/Institution/Publisher,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,Conference,Thing,Thing,Thing/List,Thing/Conference,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,Address,Thing,Thing,Thing/List,Thing/Address,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,Date,Thing,Thing,Thing/List,Thing/Date,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,Institution,Thing,Organization,Thing/List,Thing/Organization/Institution,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,Organization,Thing,Thing,Thing/List,Thing/Organization,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,List,Thing,Thing,Thing/List,Thing/List,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,TechReport,Thing,Report,Thing/List,Thing/Reference/Report/TechReport,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,List,Booklet,Thing,Informal,Thing/List,Thing/Reference/Informal/Booklet,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,Report,Organization,Reference,Thing/Organization/Institution,Thing/Reference/Report,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,PersonList,Organization,List,Thing/Organization/Institution,Thing/List/PersonList,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,Reference,Organization,Thing,Thing/Organization/Institution,Thing/Reference,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,Proceedings,Organization,Book,Thing/Organization/Institution,Thing/Reference/Book/Proceedings,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,MastersThesis,Organization,Academic,Thing/Organization/Institution,Thing/Reference/Academic/MastersThesis,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,Manual,Organization,Informal,Thing/Organization/Institution,Thing/Reference/Informal/Manual,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,InProceedings,Organization,Part,Thing/Organization/Institution,Thing/Reference/Part/InProceedings,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,InCollection,Organization,Part,Thing/Organization/Institution,Thing/Reference/Part/InCollection,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,Collection,Organization,Book,Thing/Organization/Institution,Thing/Reference/Book/Collection,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,Part,Organization,Reference,Thing/Organization/Institution,Thing/Reference/Part,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,Unpublished,Organization,Informal,Thing/Organization/Institution,Thing/Reference/Informal/Unpublished,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,Book,Organization,Reference,Thing/Organization/Institution,Thing/Reference/Book,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,Journal,Organization,Thing,Thing/Organization/Institution,Thing/Journal,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,Person,Organization,Thing,Thing/Organization/Institution,Thing/Person,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,School,Organization,Institution,Thing/Organization/Institution,Thing/Organization/Institution/School,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,Chapter,Organization,Part,Thing/Organization/Institution,Thing/Reference/Part/Chapter,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,PageRange,Organization,Thing,Thing/Organization/Institution,Thing/PageRange,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,Deliverable,Organization,Report,Thing/Organization/Institution,Thing/Reference/Report/Deliverable,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,Misc,Organization,Reference,Thing/Organization/Institution,Thing/Reference/Misc,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,PhdThesis,Organization,Academic,Thing/Organization/Institution,Thing/Reference/Academic/PhdThesis,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,Academic,Organization,Reference,Thing/Organization/Institution,Thing/Reference/Academic,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,LectureNotes,Organization,Informal,Thing/Organization/Institution,Thing/Reference/Informal/LectureNotes,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,InBook,Organization,Part,Thing/Organization/Institution,Thing/Reference/Part/InBook,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,Informal,Organization,Reference,Thing/Organization/Institution,Thing/Reference/Informal,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,Monograph,Organization,Book,Thing/Organization/Institution,Thing/Reference/Book/Monograph,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,Article,Organization,Part,Thing/Organization/Institution,Thing/Reference/Part/Article,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,MotionPicture,Organization,Reference,Thing/Organization/Institution,Thing/Reference/MotionPicture,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,Publisher,Organization,Institution,Thing/Organization/Institution,Thing/Organization/Institution/Publisher,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,Conference,Organization,Thing,Thing/Organization/Institution,Thing/Conference,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,Address,Organization,Thing,Thing/Organization/Institution,Thing/Address,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,Date,Organization,Thing,Thing/Organization/Institution,Thing/Date,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,Institution,Organization,Organization,Thing/Organization/Institution,Thing/Organization/Institution,1,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,Organization,Organization,Thing,Thing/Organization/Institution,Thing/Organization,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,List,Organization,Thing,Thing/Organization/Institution,Thing/List,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,TechReport,Organization,Report,Thing/Organization/Institution,Thing/Reference/Report/TechReport,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,Institution,Booklet,Organization,Informal,Thing/Organization/Institution,Thing/Reference/Informal/Booklet,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,copyright,numberOrVolume,Organization,Informal,Thing/Organization/Institution,Thing/Reference/Informal/Booklet,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,copyright,annote,Organization,Informal,Thing/Organization/Institution,Thing/Reference/Informal/Booklet,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,copyright,lastName,Organization,Informal,Thing/Organization/Institution,Thing/Reference/Informal/Booklet,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/103.rdf,copyright,communications,Organization,Informal,Thing/Organization/Institution,Thing/Reference/Informal/Booklet,0,Property
